0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1899251977761909;0.0;0.1899251977761909;0.1899251977761909;0.3798503955523818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3798503955523818;0.1899251977761909;0.0;0.0;0.0;0.0;0.0;0.5697755933285727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1899251977761909;0.1899251977761909;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16145376967175082;0.1899251977761909;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1899251977761909;0.0;0.0;0.0;0.0;0.1899251977761909;0.1899251977761909;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.25;0.25;0.25;0.5;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.21712194572385804;0.21712194572385804;0.21712194572385804;0.21712194572385804;0.21712194572385804;0.0;0.21712194572385804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21712194572385804;0.32295998671141113;0.0;0.4342438914477161;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21712194572385804;0.0;0.21712194572385804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4342438914477161;0.0;0.0;0.0;0.0;0.21712194572385804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21712194572385804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.211766084651941;0.28473536183935;0.0;0.0;0.0;0.0;0.0;0.0;0.484102141959976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28473536183935;0.0;0.0;0.28473536183935;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.484102141959976;0.28473536183935;0.28473536183935;0.28473536183935;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7877856559001409;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3348448897978592;0.0;0.0;0.3348448897978592;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39389282795007047;0.0;0.0;0.0;0.0;4.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23284951071813742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23284951071813742;0.23284951071813742;0.19794335723671358;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46569902143627484;0.23284951071813742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19794335723671358;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23284951071813742;0.46569902143627484;0.0;0.0;0.19794335723671358;0.23284951071813742;0.19794335723671358;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23284951071813742;0.0;0.0;0.0;0.1731770472039965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10656806801179465;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2717777815992886;0.10656806801179465;0.0;0.10656806801179465;0.0;0.0;0.0;0.0;0.0;0.0;0.5328403400589732;0.0;0.0;0.0;0.0;0.0;0.07925781457559979;0.0;0.0;0.0;0.0;0.0;0.09059259386642954;0.10656806801179465;0.0;0.0;0.0;0.0;0.0;0.10656806801179465;0.0;0.10656806801179465;0.10656806801179465;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10656806801179465;0.5328403400589732;0.0;0.0;0.2131361360235893;0.10656806801179465;0.09059259386642954;0.0;0.0;0.0;0.0;0.0;0.10656806801179465;0.0;0.0;0.0;0.0;0.0;0.0;0.10656806801179465;0.3962890728779989;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09059259386642954;0.0;0.0;0.0;6.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865475;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865475;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.62583987960545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.62583987960545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4654555727358646;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0
0.20978308110143112;0.20978308110143112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20978308110143112;0.20978308110143112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20978308110143112;0.0;0.20978308110143112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20978308110143112;0.41956616220286225;0.20978308110143112;0.0;0.20978308110143112;0.20978308110143112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.178334784713999;0.0;0.0;0.0;0.20978308110143112;0.20978308110143112;0.20978308110143112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20978308110143112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20978308110143112;0.0;0.0;0.0;0.20978308110143112;0.20978308110143112;0.20978308110143112;0.0;0.0;0.0;0.0;0.0;9.0
